'level1';'level2';'level3';'filter0';'filter1';'Data[0]';'Data[1]';'Data[2]';'Data[3]'
'นครสวรรค์';'ชุมแสง';'ท่าไม้';'517987';'505600';'บ้านวังใหญ่';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานพื้น,งานประตู,งานทาสี'
'นครสวรรค์';'ชุมแสง';'ท่าไม้';'1606928';'1568500';'วัดท่าไม้';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานพื้น,งานทาสี,งานประตู'
'นครสวรรค์';'ชุมแสง';'ท่าไม้';'1297427';'1266400';'บ้านท่ากร่าง';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานทาสี,งานประตูหน้าต่าง,งานพื้น,'
'นครสวรรค์';'ชุมแสง';'ท่าไม้';'264936';'258600';'วัดหนองขอน';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานผนัง,งานทาสี,งานพื้น'
'นครสวรรค์';'ชุมแสง';'บางเคียน';'439613';'429100';'บ้านบึงหมัน(นิรภัยประชานุเคราะห์)';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานพื้น,งานประตู,งานสุขภัณฑ์,งานทาสี'
'นครสวรรค์';'ชุมแสง';'บางเคียน';'101938';'99500';'วัดเนินสะเดา';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานพื้น,งานทาสี,งาประตู'
'นครสวรรค์';'ชุมแสง';'โคกหม้อ';'811404';'792000';'บ้านท่าจันทน์(ศักดี)';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานทาสี,งานพื้น,งานประตูหน้าต่าง'
'นครสวรรค์';'ชุมแสง';'โคกหม้อ';'1011591';'987400';'บ้านเนิน';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานประตู,งานพื้น,งานทาสี,'
'นครสวรรค์';'ชุมแสง';'ทับกฤชใต้';'804950';'785700';'วัดดอนสนวน';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานผนัง,งานทาสี,งานประตู,งานพื้น'
'นครสวรรค์';'ชุมแสง';'พิกุล';'134210';'131000';'วัดหัวกะทุ่ม';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'2 หลัง';'งานประตูหน้าต่าง,'
'นครสวรรค์';'ชุมแสง';'ท่าไม้';'455903';'445000';'วัดดงกะพี้';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานพื้น,งานทาสี,งานประตู'
'นครสวรรค์';'ชุมแสง';'ท่าไม้';'1063431';'1038000';'บ้านท่าเตียน';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'5 หลัง';'งานประตู,งานพื้น,งานทาสี,'
'นครสวรรค์';'ชุมแสง';'ท่าไม้';'733337';'715800';'วัดวังใหญ่';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล.  ถนน';'3 หลัง';'งานพื้น,งานประตู,งานทาสี,ถนน'
'นครสวรรค์';'ชุมแสง';'บางเคียน';'1005444';'981400';'บ้านประชาสามัคคี';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานพื้น,งานทาสี,งานผนัง,งานสุขภัณฑ์'
'นครสวรรค์';'ชุมแสง';'บางเคียน';'1284416';'1253700';'วัดคลองยาง';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
พื้น คสล. ';'3 หลัง';'งานทาสี,งานพื้น,งานประตูหน้าต่าง,งาน'
'นครสวรรค์';'ชุมแสง';'บางเคียน';'438793';'428300';'วัดบ้านลาด';'น้ำท่วมอาคารเรียน,
อาคารเอนกประสงค์,
